index,data_id,wandb_id,dataset,truth_metric,truth_value
0,57338007d058e614000b5bdb,dcnndvny,squad,f1,0
1,571cc5c45efbb31900334dde,dcnndvny,squad,f1,1
2,5733a5f54776f41900660f46,dcnndvny,squad,f1,0
3,5727dd2e4b864d1900163eba,dcnndvny,squad,f1,0
4,5733fd66d058e614000b6737,dcnndvny,squad,f1,0
5,572a064a3f37b3190047865f,dcnndvny,squad,f1,0
6,57109275b654c5140001f9a3,dcnndvny,squad,f1,0
7,572a12386aef051400155234,dcnndvny,squad,f1,0
8,57309ef18ab72b1400f9c602,dcnndvny,squad,f1,0
9,57287d4a2ca10214002da3e7,dcnndvny,squad,f1,0
10,571097baa58dae1900cd6a9b,dcnndvny,squad,f1,0
11,57300a9a04bcaa1900d77065,dcnndvny,squad,f1,0
12,572826634b864d19001645bf,dcnndvny,squad,f1,0
13,572fb059947a6a140053cb81,dcnndvny,squad,f1,0
14,5729ea263f37b319004785bd,dcnndvny,squad,f1,0
15,57264d58f1498d1400e8db7c,dcnndvny,squad,f1,0
16,5727502f708984140094dc09,dcnndvny,squad,f1,0
17,57097c8fed30961900e841f2,dcnndvny,squad,f1,0
18,57264a8cdd62a815002e808f,dcnndvny,squad,f1,1
19,57302bd0b2c2fd14005689de,dcnndvny,squad,f1,0
20,572ff12e04bcaa1900d76f03,dcnndvny,squad,f1,0
21,57297ed93f37b3190047845f,dcnndvny,squad,f1,0
22,56e1c7e2cd28a01900c67b75,dcnndvny,squad,f1,0
23,570d2c20fed7b91900d45ca9,dcnndvny,squad,f1,0
24,5727e6cbff5b5019007d97f0,dcnndvny,squad,f1,0
25,56e1ee4de3433e1400423214,dcnndvny,squad,f1,0
26,56e1a564cd28a01900c67a48,dcnndvny,squad,f1,0
27,57332a734776f41900660729,dcnndvny,squad,f1,0
28,572a18a4af94a219006aa7e2,dcnndvny,squad,f1,0
29,5728e3c33acd2414000e0132,dcnndvny,squad,f1,0
30,57265526708984140094c2c1,dcnndvny,squad,f1,0
31,5705ffde52bb891400689786,dcnndvny,squad,f1,0
32,57275411dd62a815002e9b33,dcnndvny,squad,f1,0
33,5726fa525951b619008f83f9,dcnndvny,squad,f1,0
34,57303048947a6a140053d256,dcnndvny,squad,f1,0
35,57287f6a3acd2414000dfa52,dcnndvny,squad,f1,0
36,5725bcb6271a42140099d0eb,dcnndvny,squad,f1,0
37,56e1aff7cd28a01900c67a6c,dcnndvny,squad,f1,0
38,5726baf2dd62a815002e8e75,dcnndvny,squad,f1,0
39,57115b2850c2381900b54a80,dcnndvny,squad,f1,0
40,57264fe65951b619008f6fa4,dcnndvny,squad,f1,0
41,5726a5525951b619008f78de,dcnndvny,squad,f1,0
42,572681c1dd62a815002e8799,dcnndvny,squad,f1,0
43,57265e97708984140094c3c7,dcnndvny,squad,f1,0
44,5727dc473acd2414000dee45,dcnndvny,squad,f1,1
45,573010fab2c2fd14005687d7,dcnndvny,squad,f1,0
46,572fe288a23a5019007fcadb,dcnndvny,squad,f1,0
47,572fbea404bcaa1900d76c5c,dcnndvny,squad,f1,0
48,572fd264b2c2fd14005684ad,dcnndvny,squad,f1,0
49,5729f3883f37b319004785f1,dcnndvny,squad,f1,0
50,572fe60fb2c2fd140056858f,dcnndvny,squad,f1,0
51,56e1ee4de3433e1400423211,dcnndvny,squad,f1,0
52,571154c72419e3140095558b,dcnndvny,squad,f1,0
53,56de16ca4396321400ee25c8,dcnndvny,squad,f1,0
54,57114f0050c2381900b54a66,dcnndvny,squad,f1,0
55,56e1ce08e3433e14004231a5,dcnndvny,squad,f1,0
56,5706139252bb891400689864,dcnndvny,squad,f1,0
57,5733e8ae4776f419006614a7,dcnndvny,squad,f1,0
58,57265526708984140094c2bf,dcnndvny,squad,f1,0
59,5711541350c2381900b54a72,dcnndvny,squad,f1,0
60,5733fd66d058e614000b6735,dcnndvny,squad,f1,0
61,5727da564b864d1900163e8f,dcnndvny,squad,f1,0
62,57096f37200fba1400367fe6,dcnndvny,squad,f1,0
63,56e181d9e3433e1400422fa3,dcnndvny,squad,f1,0
64,573368044776f41900660a2a,dcnndvny,squad,f1,0
65,572a1fe16aef0514001552d2,dcnndvny,squad,f1,0
66,57336755d058e614000b5a3f,dcnndvny,squad,f1,0
67,5725bbec271a42140099d0d2,dcnndvny,squad,f1,0
68,57302efe04bcaa1900d772f7,dcnndvny,squad,f1,0
69,572a05eb3f37b31900478653,dcnndvny,squad,f1,0
70,570602fa52bb89140068979e,dcnndvny,squad,f1,0
71,572f59b4a23a5019007fc58b,dcnndvny,squad,f1,0
72,5725b76389a1e219009abd4b,dcnndvny,squad,f1,0
73,57060eaf75f01819005e7913,dcnndvny,squad,f1,0
74,573749741c4567190057445e,dcnndvny,squad,f1,0
75,5727aec03acd2414000de995,dcnndvny,squad,f1,0
76,57300c67947a6a140053cff2,dcnndvny,squad,f1,0
77,57286192ff5b5019007da1de,dcnndvny,squad,f1,0
78,572870b2ff5b5019007da224,dcnndvny,squad,f1,0
79,57281c594b864d19001644a5,dcnndvny,squad,f1,0
80,57268d2ddd62a815002e8951,dcnndvny,squad,f1,0
81,56e202e9e3433e1400423243,dcnndvny,squad,f1,0
82,572824f13acd2414000df593,dcnndvny,squad,f1,0
83,573081c2069b531400832135,dcnndvny,squad,f1,0
84,572863c72ca10214002da2d7,dcnndvny,squad,f1,0
85,5728f9882ca10214002dab5c,dcnndvny,squad,f1,0
86,57377aac1c4567190057447a,dcnndvny,squad,f1,0
87,573786b51c4567190057448f,dcnndvny,squad,f1,0
88,57274b35f1498d1400e8f5d4,dcnndvny,squad,f1,0
89,57338160d058e614000b5bf9,dcnndvny,squad,f1,0
90,57097d63ed30961900e841fd,dcnndvny,squad,f1,0
91,571a484210f8ca1400304fbf,dcnndvny,squad,f1,0
92,5725f7cd38643c19005acf25,dcnndvny,squad,f1,0
93,5725cfd0271a42140099d226,dcnndvny,squad,f1,0
94,57264efddd62a815002e8138,dcnndvny,squad,f1,0
95,57107d73b654c5140001f91e,dcnndvny,squad,f1,0
96,5728661e2ca10214002da2e9,dcnndvny,squad,f1,0
97,56e17a7ccd28a01900c679a1,dcnndvny,squad,f1,0
98,571c97e2dd7acb1400e4c121,dcnndvny,squad,f1,0
99,5726431aec44d21400f3dd13,dcnndvny,squad,f1,0
0,57338007d058e614000b5bdb,6cxqnx2u,squad,gpt4,0
1,571cc5c45efbb31900334dde,6cxqnx2u,squad,gpt4,0
2,5733a5f54776f41900660f46,6cxqnx2u,squad,gpt4,0
3,5727dd2e4b864d1900163eba,6cxqnx2u,squad,gpt4,0
4,5733fd66d058e614000b6737,6cxqnx2u,squad,gpt4,0
5,572a064a3f37b3190047865f,6cxqnx2u,squad,gpt4,1
6,57109275b654c5140001f9a3,6cxqnx2u,squad,gpt4,0
7,572a12386aef051400155234,6cxqnx2u,squad,gpt4,0
8,57309ef18ab72b1400f9c602,6cxqnx2u,squad,gpt4,0
9,57287d4a2ca10214002da3e7,6cxqnx2u,squad,gpt4,0
10,571097baa58dae1900cd6a9b,6cxqnx2u,squad,gpt4,1
11,57300a9a04bcaa1900d77065,6cxqnx2u,squad,gpt4,0
12,572826634b864d19001645bf,6cxqnx2u,squad,gpt4,0
13,572fb059947a6a140053cb81,6cxqnx2u,squad,gpt4,0
14,5729ea263f37b319004785bd,6cxqnx2u,squad,gpt4,1
15,57264d58f1498d1400e8db7c,6cxqnx2u,squad,gpt4,0
16,5727502f708984140094dc09,6cxqnx2u,squad,gpt4,1
17,57097c8fed30961900e841f2,6cxqnx2u,squad,gpt4,0
18,57264a8cdd62a815002e808f,6cxqnx2u,squad,gpt4,1
19,57302bd0b2c2fd14005689de,6cxqnx2u,squad,gpt4,0
20,572ff12e04bcaa1900d76f03,6cxqnx2u,squad,gpt4,0
21,57297ed93f37b3190047845f,6cxqnx2u,squad,gpt4,0
22,56e1c7e2cd28a01900c67b75,6cxqnx2u,squad,gpt4,0
23,570d2c20fed7b91900d45ca9,6cxqnx2u,squad,gpt4,0
24,5727e6cbff5b5019007d97f0,6cxqnx2u,squad,gpt4,0
25,56e1ee4de3433e1400423214,6cxqnx2u,squad,gpt4,1
26,56e1a564cd28a01900c67a48,6cxqnx2u,squad,gpt4,0
27,57332a734776f41900660729,6cxqnx2u,squad,gpt4,1
28,572a18a4af94a219006aa7e2,6cxqnx2u,squad,gpt4,1
29,5728e3c33acd2414000e0132,6cxqnx2u,squad,gpt4,0
30,57265526708984140094c2c1,6cxqnx2u,squad,gpt4,0
31,5705ffde52bb891400689786,6cxqnx2u,squad,gpt4,0
32,57275411dd62a815002e9b33,6cxqnx2u,squad,gpt4,0
33,5726fa525951b619008f83f9,6cxqnx2u,squad,gpt4,0
34,57303048947a6a140053d256,6cxqnx2u,squad,gpt4,0
35,57287f6a3acd2414000dfa52,6cxqnx2u,squad,gpt4,0
36,5725bcb6271a42140099d0eb,6cxqnx2u,squad,gpt4,0
37,56e1aff7cd28a01900c67a6c,6cxqnx2u,squad,gpt4,1
38,5726baf2dd62a815002e8e75,6cxqnx2u,squad,gpt4,0
39,57115b2850c2381900b54a80,6cxqnx2u,squad,gpt4,0
40,57264fe65951b619008f6fa4,6cxqnx2u,squad,gpt4,0
41,5726a5525951b619008f78de,6cxqnx2u,squad,gpt4,0
42,572681c1dd62a815002e8799,6cxqnx2u,squad,gpt4,0
43,57265e97708984140094c3c7,6cxqnx2u,squad,gpt4,0
44,5727dc473acd2414000dee45,6cxqnx2u,squad,gpt4,1
45,573010fab2c2fd14005687d7,6cxqnx2u,squad,gpt4,0
46,572fe288a23a5019007fcadb,6cxqnx2u,squad,gpt4,0
47,572fbea404bcaa1900d76c5c,6cxqnx2u,squad,gpt4,1
48,572fd264b2c2fd14005684ad,6cxqnx2u,squad,gpt4,0
49,5729f3883f37b319004785f1,6cxqnx2u,squad,gpt4,0
50,572fe60fb2c2fd140056858f,6cxqnx2u,squad,gpt4,0
51,56e1ee4de3433e1400423211,6cxqnx2u,squad,gpt4,0
52,571154c72419e3140095558b,6cxqnx2u,squad,gpt4,1
53,56de16ca4396321400ee25c8,6cxqnx2u,squad,gpt4,1
54,57114f0050c2381900b54a66,6cxqnx2u,squad,gpt4,0
55,56e1ce08e3433e14004231a5,6cxqnx2u,squad,gpt4,0
56,5706139252bb891400689864,6cxqnx2u,squad,gpt4,0
57,5733e8ae4776f419006614a7,6cxqnx2u,squad,gpt4,0
58,57265526708984140094c2bf,6cxqnx2u,squad,gpt4,1
